Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG03SP030000S900,2014.06,45417,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03SP030000S900,2014.09,46021,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03SP030000S900,2014.12,46352,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03SP030000S900,2015.03,46900,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03SP030000S900,2015.06,47571,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03SP030000S900,2015.09,48114,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03SP030000S900,2015.12,48606,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03SP030000S900,2016.03,49078,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03SP030000S900,2016.06,50261,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SP030000S900,2016.09,51046,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SP030000S900,2016.12,51821,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SP030000S900,2017.03,53048,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SP030000S900,2017.06,53483,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SP030000S900,2017.09,54329,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SP030000S900,2017.12,55169,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SP030000S900,2018.03,55763,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SP030000S900,2018.06,56789,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SP030000S900,2018.09,57815,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SP030000S900,2018.12,58673,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SP030000S900,2019.03,59053,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SP030000S900,2019.06,60270,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SP030000S900,2019.09,61057,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SP030000S900,2019.12,61953,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SP030000S900,2020.03,62094,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SP030000S900,2020.06,57229,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SP030000S900,2020.09,63578,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SP030000S900,2020.12,65060,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SP030000S900,2021.03,68288,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SP030000S900,2021.06,69160,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03SP030000S900,2021.09,66801,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03SP030000S900,2021.12,71177,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03SP030000S900,2022.03,74860,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03SP030000S900,2022.06,74987,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03SP030000S900,2022.09,76973,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03SP030000S900,2022.12,78239,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03SP030000S900,2023.03,79739,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03SP030000S900,2023.06,81193,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03SP030000S900,2023.09,81577,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG03SP030000S900,2023.12,82405,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG03SP030000S900,2024.03,82730,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG03SP030000S900,2024.06,83408,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG03SP030000S900,2024.09,83733,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG03SP030000S900,2024.12,84304,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG03SP030000S900,2025.03,85754,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG03SP030000S900,2025.06,86452,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG03SP030000S900,2025.09,87374,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG03SP030000S900,2025.12,88542,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG03SP030000S900,2026.03,89793,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG03SP051G00S900,2011.06,10335,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,6
SNEQ.SG03SP051G00S900,2011.09,10403,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,9
SNEQ.SG03SP051G00S900,2011.12,10821,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,12
SNEQ.SG03SP051G00S900,2012.03,11278,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,3
SNEQ.SG03SP051G00S900,2012.06,11307,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,6
SNEQ.SG03SP051G00S900,2012.09,11175,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,9
SNEQ.SG03SP051G00S900,2012.12,11476,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,12
SNEQ.SG03SP051G00S900,2013.03,11700,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,3
SNEQ.SG03SP051G00S900,2013.06,12023,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,6
SNEQ.SG03SP051G00S900,2013.09,12388,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,9
SNEQ.SG03SP051G00S900,2013.12,12585,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,12
SNEQ.SG03SP051G00S900,2014.03,12943,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,3
SNEQ.SG03SP051G00S900,2014.06,13246,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03SP051G00S900,2014.09,13787,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03SP051G00S900,2014.12,13951,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03SP051G00S900,2015.03,13932,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03SP051G00S900,2015.06,14219,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03SP051G00S900,2015.09,15007,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03SP051G00S900,2015.12,14641,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03SP051G00S900,2016.03,14892,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03SP051G00S900,2016.06,15254,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SP051G00S900,2016.09,15511,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SP051G00S900,2016.12,15361,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SP051G00S900,2017.03,15621,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SP051G00S900,2017.06,16061,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SP051G00S900,2017.09,16516,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SP051G00S900,2017.12,17228,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SP051G00S900,2018.03,17400,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SP051G00S900,2018.06,17852,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SP051G00S900,2018.09,17745,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SP051G00S900,2018.12,18185,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SP051G00S900,2019.03,18714,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SP051G00S900,2019.06,19019,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SP051G00S900,2019.09,19111,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SP051G00S900,2019.12,19474,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SP051G00S900,2020.03,18922,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SP051G00S900,2020.06,15691,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SP051G00S900,2020.09,19901,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SP051G00S900,2020.12,20176,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SP051G00S900,2021.03,21147,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SP051G00S900,2021.06,21166,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03SP051G00S900,2021.09,20499,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03SP051G00S900,2021.12,23256,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03SP051G00S900,2022.03,23818,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03SP051G00S900,2022.06,23712,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03SP051G00S900,2022.09,25509,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03SP051G00S900,2022.12,25558,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03SP051G00S900,2023.03,25797,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03SP051G00S900,2023.06,26223,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03SP051G00S900,2023.09,25750,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG03SP051G00S900,2023.12,25954,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG03SP051G00S900,2024.03,25784,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG03SP051G00S900,2024.06,25720,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG03SP051G00S900,2024.09,24809,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG03SP051G00S900,2024.12,24936,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG03SP051G00S900,2025.03,25432,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG03SP051G00S900,2025.06,24852,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG03SP051G00S900,2025.09,25509,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG03SP051G00S900,2025.12,25306,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG03SP051G00S900,2026.03,25937,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG03SP052000S900,2011.06,30,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,6
SNEQ.SG03SP052000S900,2011.09,580,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,9
SNEQ.SG03SP052000S900,2011.12,60,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,12
SNEQ.SG03SP052000S900,2012.03,614,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,3
SNEQ.SG03SP052000S900,2012.06,546,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,6
SNEQ.SG03SP052000S900,2012.09,73,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,9
SNEQ.SG03SP052000S900,2012.12,-6,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,12
SNEQ.SG03SP052000S900,2013.03,209,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,3
SNEQ.SG03SP052000S900,2013.06,-34,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,6
SNEQ.SG03SP052000S900,2013.09,869,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,9
SNEQ.SG03SP052000S900,2013.12,805,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,12
SNEQ.SG03SP052000S900,2014.03,196,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,3
SNEQ.SG03SP052000S900,2014.06,576,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03SP052000S900,2014.09,397,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03SP052000S900,2014.12,223,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03SP052000S900,2015.03,22,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03SP052000S900,2015.06,678,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03SP052000S900,2015.09,-109,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03SP052000S900,2015.12,-14,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03SP052000S900,2016.03,117,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03SP052000S900,2016.06,90,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SP052000S900,2016.09,112,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SP052000S900,2016.12,372,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SP052000S900,2017.03,845,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SP052000S900,2017.06,146,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SP052000S900,2017.09,168,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SP052000S900,2017.12,673,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SP052000S900,2018.03,1046,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SP052000S900,2018.06,1028,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SP052000S900,2018.09,466,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SP052000S900,2018.12,32,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SP052000S900,2019.03,-125,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SP052000S900,2019.06,546,FINAL,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SP052000S900,2019.09,516,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SP052000S900,2019.12,256,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SP052000S900,2020.03,-580,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SP052000S900,2020.06,-346,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SP052000S900,2020.09,-855,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SP052000S900,2020.12,-302,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SP052000S900,2021.03,1096,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SP052000S900,2021.06,-631,REVISED,Dollars,6,S,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,6
