Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG03AP030000S900,2013.12,46305,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2013,12
SNEQ.SG03AP030000S900,2014.03,43493,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,3
SNEQ.SG03AP030000S900,2014.06,45353,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03AP030000S900,2014.09,46021,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03AP030000S900,2014.12,48076,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03AP030000S900,2015.03,45225,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03AP030000S900,2015.06,47490,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03AP030000S900,2015.09,48133,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03AP030000S900,2015.12,50461,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03AP030000S900,2016.03,47296,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03AP030000S900,2016.06,50122,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03AP030000S900,2016.09,51119,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03AP030000S900,2016.12,53826,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03AP030000S900,2017.03,51062,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03AP030000S900,2017.06,53305,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03AP030000S900,2017.09,54402,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03AP030000S900,2017.12,57351,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03AP030000S900,2018.03,53682,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03AP030000S900,2018.06,56609,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03AP030000S900,2018.09,57846,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03AP030000S900,2018.12,61032,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03AP030000S900,2019.03,56878,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03AP030000S900,2019.06,60130,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03AP030000S900,2019.09,60981,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03AP030000S900,2019.12,64451,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03AP030000S900,2020.03,59941,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03AP030000S900,2020.06,57259,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03AP030000S900,2020.09,63388,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03AP030000S900,2020.12,67671,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03AP030000S900,2021.03,65734,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03AP030000S900,2021.06,69005,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03AP030000S900,2021.09,66564,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03AP030000S900,2021.12,73950,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03AP030000S900,2022.03,72202,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03AP030000S900,2022.06,74913,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03AP030000S900,2022.09,76778,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03AP030000S900,2022.12,81199,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03AP030000S900,2023.03,77019,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03AP030000S900,2023.06,81156,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03AP030000S900,2023.09,81355,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG03AP030000S900,2023.12,85329,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG03AP030000S900,2024.03,79960,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG03AP030000S900,2024.06,83540,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG03AP030000S900,2024.09,83485,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG03AP030000S900,2024.12,87170,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG03AP030000S900,2025.03,82925,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG03AP030000S900,2025.06,86634,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG03AP030000S900,2025.09,87086,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG03AP030000S900,2025.12,91516,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG03AP030000S900,2026.03,86841,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG03AP051G00S900,2011.06,10401,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,6
SNEQ.SG03AP051G00S900,2011.09,10494,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,9
SNEQ.SG03AP051G00S900,2011.12,11187,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2011,12
SNEQ.SG03AP051G00S900,2012.03,10723,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,3
SNEQ.SG03AP051G00S900,2012.06,11385,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,6
SNEQ.SG03AP051G00S900,2012.09,11272,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,9
SNEQ.SG03AP051G00S900,2012.12,11859,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2012,12
SNEQ.SG03AP051G00S900,2013.03,11130,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,3
SNEQ.SG03AP051G00S900,2013.06,12097,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,6
SNEQ.SG03AP051G00S900,2013.09,12504,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,9
SNEQ.SG03AP051G00S900,2013.12,13001,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2013,12
SNEQ.SG03AP051G00S900,2014.03,12322,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,3
SNEQ.SG03AP051G00S900,2014.06,13306,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03AP051G00S900,2014.09,13929,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03AP051G00S900,2014.12,14423,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03AP051G00S900,2015.03,13256,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03AP051G00S900,2015.06,14268,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03AP051G00S900,2015.09,15181,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03AP051G00S900,2015.12,15141,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03AP051G00S900,2016.03,14165,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03AP051G00S900,2016.06,15282,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03AP051G00S900,2016.09,15716,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03AP051G00S900,2016.12,15887,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03AP051G00S900,2017.03,14861,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03AP051G00S900,2017.06,16059,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03AP051G00S900,2017.09,16763,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03AP051G00S900,2017.12,17808,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03AP051G00S900,2018.03,16571,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03AP051G00S900,2018.06,17824,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03AP051G00S900,2018.09,18020,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03AP051G00S900,2018.12,18790,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03AP051G00S900,2019.03,17848,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03AP051G00S900,2019.06,18979,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03AP051G00S900,2019.09,19391,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03AP051G00S900,2019.12,20109,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03AP051G00S900,2020.03,18090,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03AP051G00S900,2020.06,15651,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03AP051G00S900,2020.09,20167,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03AP051G00S900,2020.12,20818,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03AP051G00S900,2021.03,20273,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03AP051G00S900,2021.06,21096,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03AP051G00S900,2021.09,20756,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03AP051G00S900,2021.12,23972,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03AP051G00S900,2022.03,22896,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03AP051G00S900,2022.06,23602,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03AP051G00S900,2022.09,25829,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03AP051G00S900,2022.12,26320,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03AP051G00S900,2023.03,24846,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03AP051G00S900,2023.06,26083,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03AP051G00S900,2023.09,26073,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG03AP051G00S900,2023.12,26697,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG03AP051G00S900,2024.03,24882,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG03AP051G00S900,2024.06,25563,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG03AP051G00S900,2024.09,25121,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG03AP051G00S900,2024.12,25625,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG03AP051G00S900,2025.03,24575,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG03AP051G00S900,2025.06,24702,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG03AP051G00S900,2025.09,25820,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG03AP051G00S900,2025.12,25984,REVISED,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG03AP051G00S900,2026.03,25083,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG03AP052000S900,2011.06,-1653,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,6
SNEQ.SG03AP052000S900,2011.09,762,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,9
SNEQ.SG03AP052000S900,2011.12,1333,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2011,12
SNEQ.SG03AP052000S900,2012.03,827,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,3
SNEQ.SG03AP052000S900,2012.06,-1154,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,6
SNEQ.SG03AP052000S900,2012.09,330,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,9
SNEQ.SG03AP052000S900,2012.12,1226,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2012,12
SNEQ.SG03AP052000S900,2013.03,387,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,3
SNEQ.SG03AP052000S900,2013.06,-1678,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,6
SNEQ.SG03AP052000S900,2013.09,1111,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,9
SNEQ.SG03AP052000S900,2013.12,2013,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2013,12
SNEQ.SG03AP052000S900,2014.03,399,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,3
SNEQ.SG03AP052000S900,2014.06,-1051,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,6
SNEQ.SG03AP052000S900,2014.09,577,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,9
SNEQ.SG03AP052000S900,2014.12,1445,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2014,12
SNEQ.SG03AP052000S900,2015.03,289,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,3
SNEQ.SG03AP052000S900,2015.06,-974,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,6
SNEQ.SG03AP052000S900,2015.09,11,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,9
SNEQ.SG03AP052000S900,2015.12,1237,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2015,12
SNEQ.SG03AP052000S900,2016.03,453,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,3
SNEQ.SG03AP052000S900,2016.06,-1639,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03AP052000S900,2016.09,228,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03AP052000S900,2016.12,1651,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03AP052000S900,2017.03,1235,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03AP052000S900,2017.06,-1693,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03AP052000S900,2017.09,324,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03AP052000S900,2017.12,1984,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03AP052000S900,2018.03,1525,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03AP052000S900,2018.06,-1082,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03AP052000S900,2018.09,819,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03AP052000S900,2018.12,1376,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03AP052000S900,2019.03,341,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03AP052000S900,2019.06,-1778,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03AP052000S900,2019.09,1048,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03AP052000S900,2019.12,1684,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03AP052000S900,2020.03,-165,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03AP052000S900,2020.06,-2921,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03AP052000S900,2020.09,-62,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03AP052000S900,2020.12,1160,FINAL,Dollars,6,A,Consolidated accounts - table 1.1,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,12
